Genome	Completeness (%)	Contamination (%)	G+C (%)	Genome size (bp)	97% ANI cluster representative	Named subclade	Clade name	genome_acc	biosample_accession
Deltaproteobacteria_bog_1112	76.05	0.33	46.0286195167993	3993996	73.20110800_S3S.83	NA	NA	PLEQ00000000	SAMN08179256
Deltaproteobacteria_bog_1154	95.82	6.47	52.858079133177	7069843	73.20120700_S1D.281	NA	NA	PLSV00000000	SAMN08179963
Deltaproteobacteria_bog_1155	77.98	3.36	58.8224057603253	3908736	73.20120700_S1D.399	NA	NA	PLSJ00000000	SAMN08179975
Deltaproteobacteria_bog_1156	96.45	1.33	43.1352115810309	3415849	73.20120800_E1D.9	NA	NA	PLSF00000000	SAMN08179979
Deltaproteobacteria_bog_1157	86.65	0.97	43.3223920654192	2646490	73.20120800_E1D.9	NA	NA	PLPQ00000000	SAMN08180046
Deltaproteobacteria_bog_1171	93.7	1.33	43.2068269289453	3181684	73.20120800_E1D.9	NA	NA	PLKK00000000	SAMN08180183
Deltaproteobacteria_bog_1172	93.39	1.33	43.2881574357435	3284538	73.20120800_E1D.9	NA	NA	PLWG00000000	SAMN08180203
Deltaproteobacteria_fen_1082	75.56	2.58	63.6290193935393	5086121	73.20120600_E3D.12	NA	NA	PMME00000000	SAMN08178723
Deltaproteobacteria_fen_1083	82	3.18	64.2706599862935	4932775	73.20120600_E3D.16	NA	NA	PMMU00000000	SAMN08178739
Deltaproteobacteria_fen_1084	78.06	1.51	50.6376852491791	2105865	73.20100900_E3D.6	NA	NA	PMMW00000000	SAMN08178742
Deltaproteobacteria_fen_1085	76.21	3.87	64.3895077885194	4753779	73.20120600_E3D.16	NA	NA	PMNC00000000	SAMN08178749
Deltaproteobacteria_fen_1086	76.15	5.16	63.7433882524068	6210408	73.20120600_E1D.21	NA	NA	PMNF00000000	SAMN08178752
Deltaproteobacteria_fen_1087	82.2	0.22	50.6640845782027	1806630	73.20100900_E3D.6	NA	NA	PMNM00000000	SAMN08178759
Deltaproteobacteria_fen_1088	70.07	1.94	65.932193575782	4682241	73.20100900_E3S.13	NA	NA	PMNO00000000	SAMN08178761
Deltaproteobacteria_fen_1095	86.64	7.8	63.7565992993701	6905511	73.20120800_E1D.7	NA	NA	PMXL00000000	SAMN08179023
Deltaproteobacteria_fen_1096	72.42	0.99	63.7355389360194	4887905	73.20120600_E1D.81	NA	NA	PMXP00000000	SAMN08179027
Deltaproteobacteria_fen_1097	95.16	4.95	58.4636469418075	3031587	73.20120800_E3X.7	NA	NA	PMXZ00000000	SAMN08179039
Deltaproteobacteria_fen_1098	74.68	1.61	50.3997580344755	2173929	73.20100900_E3D.6	NA	NA	PMYX00000000	SAMN08179063
Deltaproteobacteria_fen_1099	83.7	3.43	62.8932406931084	4657313	73.20110800_E3D.111	NA	NA	PMZC00000000	SAMN08179068
Deltaproteobacteria_fen_1100	95.7	4.52	57.6634238023385	3455506	73.20120800_E3X.7	NA	NA	PMZF00000000	SAMN08179072
Deltaproteobacteria_fen_1101	93.84	2.8	49.6635141382079	3759731	73.20120800_E2X.21	NA	NA	PMZH00000000	SAMN08179074
Deltaproteobacteria_fen_1102	77.29	0	50.4337277319862	1754841	73.20100900_E3D.6	NA	NA	PMZG00000000	SAMN08179073
Deltaproteobacteria_fen_1103	80.74	1.94	64.8570348131577	5194731	73.20110800_E3M.7	NA	NA	PMZX00000000	SAMN08179090
Deltaproteobacteria_fen_1113	75.93	2.74	64.3726383259288	4888227	73.20120600_E3D.16	NA	NA	PLEK00000000	SAMN08179262
Deltaproteobacteria_fen_1117	82.03	2.46	57.0404395925047	8328033	73.20120700_E3M.180	NA	NA	PMLL00000000	SAMN08179528
Deltaproteobacteria_fen_1118	72.74	3.55	63.7251194497273	4899144	73.20120600_E1D.147	NA	NA	PMLH00000000	SAMN08179532
Deltaproteobacteria_fen_1119	86.29	3.87	64.3262289575699	5329842	73.20120600_E3D.16	NA	NA	PMLE00000000	SAMN08179535
Deltaproteobacteria_fen_1120	75.84	1.31	66.2847753470777	5576320	73.20120700_E3M.16	NA	NA	PMLD00000000	SAMN08179536
Deltaproteobacteria_fen_1121	89.34	4.59	63.9372234112272	6494936	73.20120600_E1D.21	NA	NA	PMLB00000000	SAMN08179538
Deltaproteobacteria_fen_1122	88.98	3.23	63.8773538513694	6504574	73.20120600_E2D.64	NA	NA	PMKQ00000000	SAMN08179549
Deltaproteobacteria_fen_1123	84.67	1.64	63.7892739250409	5478163	73.20120600_E1D.81	NA	NA	PMKP00000000	SAMN08179550
Deltaproteobacteria_fen_1124	85.25	3.87	64.3737080436918	5207422	73.20120600_E3D.16	NA	NA	PMKL00000000	SAMN08179554
Deltaproteobacteria_fen_1125	88.24	0.65	63.8708802967838	6356344	73.20120600_E2D.64	NA	NA	PMJO00000000	SAMN08179577
Deltaproteobacteria_fen_1126	71.51	1.11	63.7169473567237	4553976	73.20120600_E3D.12	NA	NA	PMJE00000000	SAMN08179587
Deltaproteobacteria_fen_1127	89.64	4.52	64.2916457754438	5349416	73.20120600_E3D.16	NA	NA	PMIX00000000	SAMN08179594
Deltaproteobacteria_fen_1128	76.91	4.09	63.9417778811725	5630084	73.20120600_E1D.21	NA	NA	PNBR00000000	SAMN08179598
Deltaproteobacteria_fen_1129	84.12	4.9	63.9658353372259	5997913	73.20120800_E1D.7	NA	NA	PMER00000000	SAMN08179707
Deltaproteobacteria_fen_1130	78.69	0.65	49.1514883702246	2493211	73.20100900_E3D.6	NA	NA	PMEN00000000	SAMN08179711
Deltaproteobacteria_fen_1131	73.17	1.45	50.5915668435667	1509534	73.20100900_E3D.6	NA	NA	PMEH00000000	SAMN08179718
Deltaproteobacteria_fen_1132	78.12	2.6	64.259576236361	5223927	73.20120600_E3D.16	NA	NA	PMDW00000000	SAMN08179729
Deltaproteobacteria_fen_1133	82.38	2.6	66.1533416255759	5970886	73.20120700_E3M.16	NA	NA	PMDU00000000	SAMN08179731
Deltaproteobacteria_fen_1134	83.61	2.03	64.1610369906302	5697798	73.20120700_E3M.35	NA	NA	PMDH00000000	SAMN08179745
Deltaproteobacteria_fen_1135	97.3	1.51	50.1174572289585	3036221	73.20120700_E3M.73	NA	NA	PMCZ00000000	SAMN08179753
Deltaproteobacteria_fen_1136	70.36	2.58	64.9657717808262	4407275	73.20110800_E3M.7	NA	NA	PMCU00000000	SAMN08179758
Deltaproteobacteria_fen_1137	80.5	4.19	64.4770434029387	5528928	73.20120700_E3M.127	NA	NA	PMCR00000000	SAMN08179761
Deltaproteobacteria_fen_1138	85.15	1.31	66.1718158499022	6028852	73.20120700_E3M.16	NA	NA	PNBO00000000	SAMN08179765
Deltaproteobacteria_fen_1139	87.3	2.1	56.9889451727663	8662291	73.20120700_E3M.180	NA	NA	PMCK00000000	SAMN08179769
Deltaproteobacteria_fen_1140	71.13	4.98	47.0162446499852	3066738	73.20120700_E3M.188	NA	NA	PMCI00000000	SAMN08179771
Deltaproteobacteria_fen_1141	87.86	5.16	56.4633410715905	5732711	73.20120700_E3M.214	NA	NA	PMCE00000000	SAMN08179775
Deltaproteobacteria_fen_1142	77.66	2.58	64.1330095581796	5587889	73.20120700_E3M.25	NA	NA	PMBY00000000	SAMN08179781
Deltaproteobacteria_fen_1143	92.91	5.7	67.6568339266459	9278725	73.20120700_E3M.284	NA	NA	PMBV00000000	SAMN08179784
Deltaproteobacteria_fen_1144	88.24	1.05	64.1616878955084	5840230	73.20120700_E3M.35	NA	NA	PMBS00000000	SAMN08179787
Deltaproteobacteria_fen_1145	98.06	1.29	49.9896467827377	3131616	73.20120700_E3M.73	NA	NA	PMBI00000000	SAMN08179797
Deltaproteobacteria_fen_1146	93.23	9.4	44.23330912488	3204247	73.20120700_E3X.12	NA	NA	PMAX00000000	SAMN08179808
Deltaproteobacteria_fen_1147	91.52	4.7	50.4094461447715	2465056	73.20100900_E3D.6	NA	NA	PMAY00000000	SAMN08179807
Deltaproteobacteria_fen_1158	90.65	2.6	63.9574062656131	6002914	73.20120800_E1D.7	NA	NA	PLNW00000000	SAMN08180093
Deltaproteobacteria_fen_1159	94.84	0.68	43.6659358808425	2877477	73.20120800_E1D.9	NA	NA	PLNV00000000	SAMN08180094
Deltaproteobacteria_fen_1160	86.03	0.97	44.3533717002628	2494259	73.20120800_E1X.10	NA	NA	PLNU00000000	SAMN08180095
Deltaproteobacteria_fen_1161	74.17	4.29	50.1927862090609	1795881	73.20100900_E3D.6	NA	NA	PLNL00000000	SAMN08180104
Deltaproteobacteria_fen_1162	94.84	4.73	57.3235391169828	3343313	73.20120800_E3X.7	NA	NA	PLMY00000000	SAMN08180117
Deltaproteobacteria_fen_1163	81.68	1.94	50.3654888397721	2021039	73.20100900_E3D.6	NA	NA	PLMZ00000000	SAMN08180116
Deltaproteobacteria_fen_1164	92.74	2.17	49.5638065195259	3470802	73.20120800_E2X.21	NA	NA	PLMX00000000	SAMN08180118
Deltaproteobacteria_fen_1165	93.91	5.22	43.6730896551646	3539553	73.20120800_E2X.4	NA	NA	PLMV00000000	SAMN08180120
Deltaproteobacteria_fen_1166	93.55	1.29	43.4166620558881	2928323	73.20120800_E2X.51	NA	NA	PLMQ00000000	SAMN08180125
Deltaproteobacteria_fen_1167	75.74	0.93	49.7918768475339	1420193	73.20100900_E3D.6	NA	NA	PLMG00000000	SAMN08180135
Deltaproteobacteria_fen_1168	92.42	4.3	47.9999584657619	3277791	73.20120800_E3S.49	NA	NA	PLLV00000000	SAMN08180146
Deltaproteobacteria_fen_1169	87.17	3.44	58.0051698875274	2853661	73.20120800_E3X.7	NA	NA	PLLT00000000	SAMN08180148
Deltaproteobacteria_fen_1170	95.48	3.44	57.4614519871135	3274937	73.20120800_E3X.7	NA	NA	PLLC00000000	SAMN08180165
Deltaproteobacteria_palsa_1089	88.84	4.2	60.3751106893744	4046717	73.20110600_P1M.15	NA	NA	PMOH00000000	SAMN08178780
Deltaproteobacteria_palsa_1092	95.38	1.68	61.3787809013824	3737793	73.20111000_P2D.7	NA	NA	PMTA00000000	SAMN08178905
Deltaproteobacteria_palsa_1104	95.95	6.45	68.3666687629524	8174038	73.20110800_P1D.52	NA	NA	PNAM00000000	SAMN08179105
Deltaproteobacteria_palsa_1105	82.76	6.89	68.2015362369374	7616854	73.20110800_P1D.52	NA	NA	PLJT00000000	SAMN08179120
Deltaproteobacteria_palsa_1106	84.97	1.51	69.02326486709	6085170	73.20110800_P3S.24	NA	NA	PLIR00000000	SAMN08179148
Deltaproteobacteria_palsa_1114	97.48	0.84	61.4087793894068	3734291	73.20111000_P2D.7	NA	NA	PLDK00000000	SAMN08179290
Deltaproteobacteria_palsa_1115	93.13	1.01	60.1944474528642	4499928	73.20111000_P3M.98	NA	NA	PNBD00000000	SAMN08179345
Deltaproteobacteria_palsa_1116	82.24	2.73	61.3634571974228	3544607	73.20111000_P2D.7	NA	NA	PKXC00000000	SAMN08179458
Deltaproteobacteria_palsa_1148	96.17	0.84	61.4067528920542	3714726	73.20111000_P2D.7	NA	NA	PMAR00000000	SAMN08179814
Deltaproteobacteria_palsa_1149	97.39	2.52	61.4048387514043	3826834	73.20111000_P2D.7	NA	NA	PLZK00000000	SAMN08179848
Deltaproteobacteria_palsa_1150	70.04	2.74	70.3697653140209	4769816	73.20120700_P3D.239	NA	NA	PLYU00000000	SAMN08179864
Deltaproteobacteria_palsa_1151	87.13	0.65	56.9553828922187	2949121	73.20120700_P3D.282	NA	NA	PLYK00000000	SAMN08179874
Deltaproteobacteria_palsa_1152	71.21	1.75	68.6357886993361	7559162	73.20120700_P3D.339	NA	NA	PLXW00000000	SAMN08179888
Deltaproteobacteria_palsa_1153	72.04	3.55	60.722706140155	5555816	73.20120700_P3D.479	NA	NA	PLXG00000000	SAMN08179904
Elusimicrobia_fen_1173	78.63	0.17	61.146312646507	2650190	73.20120600_E1D.151	NA	NA	PMLF00000000	SAMN08179534
Elusimicrobia_fen_1174	91.52	4.87	49.6612984859405	1780671	73.20120700_E3M.237	NA	NA	PMDN00000000	SAMN08179739
Elusimicrobia_fen_1175	87.54	0	49.44858633529	1747160	73.20120700_E3M.237	NA	NA	PMCA00000000	SAMN08179779
Elusimicrobia_fen_1177	90.64	0	52.6531253798366	2526393	73.20120800_E3X.47	NA	NA	PLLH00000000	SAMN08180160
Elusimicrobia_palsa_1176	93.51	1.69	63.4696501764053	4644201	73.20120700_P3D.185	NA	NA	PLZD00000000	SAMN08179855
Euryarchaeota_bog_14	78.54	0.65	51.7387755387715	1149523	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PMQE00000000	SAMN08178831
Euryarchaeota_bog_15	83.26	1.36	51.9730382639193	1230150	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PMRI00000000	SAMN08178861
Euryarchaeota_bog_16	94.87	2.67	32.4291674685105	2230951	73.20110700_S2D.54	NA	NA	PMRR00000000	SAMN08178870
Euryarchaeota_bog_21	74.73	0	52.0500805742253	1039568	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PMVN00000000	SAMN08178972
Euryarchaeota_bog_22	100	0	32.4042890222526	2488520	73.20110700_S2D.54	NA	NA	PMWA00000000	SAMN08178986
Euryarchaeota_bog_23	94.61	1.31	51.7718187695565	1971617	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PMWE00000000	SAMN08178990
Euryarchaeota_bog_35	90.31	0.65	52.1377143836216	1367137	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PLIF00000000	SAMN08179161
Euryarchaeota_bog_36	92.65	0.65	51.6877834612621	1990487	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PLHG00000000	SAMN08179186
Euryarchaeota_bog_37	91.38	0	33.0790983073243	2001325	73.20110700_S2D.54	NA	NA	PLHB00000000	SAMN08179192
Euryarchaeota_bog_38	95.92	0.65	51.7700755733118	2059181	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PLGY00000000	SAMN08179195
Euryarchaeota_bog_39	91.86	0.65	52.0306753868669	1439940	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PLGO00000000	SAMN08179206
Euryarchaeota_bog_42	88.8	1.6	32.1871301967257	2196237	73.20120800_S1D.32	NA	NA	PLAP00000000	SAMN08179366
Euryarchaeota_bog_56	93.14	0.65	51.7889691901798	1630571	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PMGQ00000000	SAMN08179656
Euryarchaeota_bog_57	95.73	0.8	32.0682553178866	2293092	73.20120800_S1D.32	NA	NA	PMGM00000000	SAMN08179660
Euryarchaeota_bog_69	92.83	3.24	32.0480018884798	2204680	73.20120800_S1D.32	NA	NA	PLUD00000000	SAMN08179928
Euryarchaeota_bog_70	97.39	0	35.7437257537775	3468491	73.20120700_S1D.117	NA	NA	PLUB00000000	SAMN08179930
Euryarchaeota_bog_71	75.6	1.6	32.4204084075138	2326746	73.20120700_S1D.206	NA	NA	PLTK00000000	SAMN08179947
Euryarchaeota_bog_72	91.99	1.96	51.7295977199051	1844322	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PLTM00000000	SAMN08179945
Euryarchaeota_bog_73	86.03	0.65	51.9715352487993	1320641	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PLQV00000000	SAMN08180015
Euryarchaeota_bog_74	90.69	0.65	51.6664951378535	1442649	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PLPZ00000000	SAMN08180037
Euryarchaeota_bog_75	93.95	0.65	51.84655400252	1790483	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PLPX00000000	SAMN08180039
Euryarchaeota_bog_76	93.73	1.96	51.6849804518819	1723732	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PLPC00000000	SAMN08180060
Euryarchaeota_bog_81	95.21	0	51.6716606008044	1921428	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PLKL00000000	SAMN08180182
Euryarchaeota_bog_82	96.34	0.86	32.2728199192718	2199518	73.20120800_S1D.32	NA	NA	PLKI00000000	SAMN08180185
Euryarchaeota_bog_83	94.28	0.65	51.7511007629626	2032519	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PLWI00000000	SAMN08180201
Euryarchaeota_bog_84	93.95	0.65	52.0368409264979	1453807	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PLVJ00000000	SAMN08180227
Euryarchaeota_fen_1	77.59	1.9	52.1104014376958	1490347	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMMC00000000	SAMN08178721
Euryarchaeota_fen_10	75.6	1.31	52.5547818883116	1271260	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMNR00000000	SAMN08178764
Euryarchaeota_fen_11	87.37	1.47	52.2378963328527	1818521	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMNS00000000	SAMN08178765
Euryarchaeota_fen_12	85.78	0.82	52.2305325140166	1438521	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMNV00000000	SAMN08178768
Euryarchaeota_fen_13	82.31	4.58	52.0649934387599	1645626	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMNX00000000	SAMN08178770
Euryarchaeota_fen_17	94.44	2.61	52.1094388678183	1792073	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMRX00000000	SAMN08178876
Euryarchaeota_fen_18	76.5	1.36	52.4511933048882	1410528	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMRZ00000000	SAMN08178878
Euryarchaeota_fen_19	83.12	1.31	52.1868705782662	1527426	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMSD00000000	SAMN08178882
Euryarchaeota_fen_2	89.5	1.53	52.1008447354981	1722922	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMMP00000000	SAMN08178734
Euryarchaeota_fen_20	91.89	1.31	52.3359529261676	1674641	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMSF00000000	SAMN08178884
Euryarchaeota_fen_24	83.87	1.84	53.601594581557	2045851	73.20120600_E1D.45	NA	NA	PMXW00000000	SAMN08179035
Euryarchaeota_fen_25	94.61	1.31	52.1516712513624	1850957	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMXU00000000	SAMN08179033
Euryarchaeota_fen_26	94.61	1.36	52.2759316554235	1719785	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMXX00000000	SAMN08179036
Euryarchaeota_fen_27	73.07	2.29	48.6549934065062	1664974	73.20120700_E2X.63	NA	NA	PNBJ00000000	SAMN08179037
Euryarchaeota_fen_28	74.65	2.83	54.5828155145397	1578220	73.20120600_E1D.45	NA	NA	PMXY00000000	SAMN08179038
Euryarchaeota_fen_29	90.03	1.96	48.6748635708517	1794462	73.20110800_E2D.14	NA	NA	PMYA00000000	SAMN08179040
Euryarchaeota_fen_3	94.58	1.31	52.2252291854296	1818960	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMMR00000000	SAMN08178736
Euryarchaeota_fen_30	85.69	2.12	52.214354967737	1636717	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMYQ00000000	SAMN08179056
Euryarchaeota_fen_31	76.93	0.65	51.1664968604376	1533097	73.20100900_E3D.38	NA	NA	PMYV00000000	SAMN08179061
Euryarchaeota_fen_32	71.32	0.65	52.3232775555208	1188359	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMYZ00000000	SAMN08179065
Euryarchaeota_fen_33	94.23	0.81	53.6449864433401	2077475	73.20110800_E3D.115	NA	NA	PNBI00000000	SAMN08179069
Euryarchaeota_fen_34	99.54	1.53	54.9946141643573	1921434	73.20110800_E3D.97	NA	NA	PMZU00000000	SAMN08179087
Euryarchaeota_fen_4	91.22	1.6	33.854135604407	2014081	73.20100900_E2D.36	NA	NA	PMMV00000000	SAMN08178741
Euryarchaeota_fen_40	77.2	1.31	52.1988863749313	1224407	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PLEP00000000	SAMN08179257
Euryarchaeota_fen_41	71.85	0	52.2135703263917	871603	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PLEN00000000	SAMN08179259
Euryarchaeota_fen_45	92.95	2.61	52.2025368424139	1774356	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMLP00000000	SAMN08179524
Euryarchaeota_fen_46	75.67	0	51.2804992311056	1346142	73.20100900_E3D.38	NA	NA	PMKY00000000	SAMN08179541
Euryarchaeota_fen_47	90.28	0.16	53.7713873946341	2033837	73.20120600_E1D.45	NA	NA	PMKW00000000	SAMN08179543
Euryarchaeota_fen_48	88.83	1.6	32.1613275903318	2250794	73.20110700_S2D.54	NA	NA	PMKI00000000	SAMN08179557
Euryarchaeota_fen_49	81.88	1.96	52.20958072363	1570734	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMKO00000000	SAMN08179551
Euryarchaeota_fen_5	82.7	1.2	34.8680113479103	1624289	73.20100900_E2S.9	NA	NA	PMMY00000000	SAMN08178745
Euryarchaeota_fen_50	78.48	0.8	32.1944455106823	2061519	73.20120800_S1D.32	NA	NA	PMJI00000000	SAMN08179583
Euryarchaeota_fen_51	83.69	1.47	35.8076941186903	2915408	73.20120600_E3D.137	NA	NA	PMJC00000000	SAMN08179589
Euryarchaeota_fen_52	86.58	1.31	52.1694423666977	1640806	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMJH00000000	SAMN08179584
Euryarchaeota_fen_53	74.16	0.08	51.5141923456101	2097504	73.20120800_S1D.21	Ca. Methanoflorens stordalenmirensis	Methanoflorens	PMIN00000000	SAMN08179605
Euryarchaeota_fen_54	78.54	1.49	49.7609117939773	2282137	73.20100900_E3D.38	NA	NA	PMIM00000000	SAMN08179606
Euryarchaeota_fen_55	76.22	2.78	52.454447154747	1419198	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMID00000000	SAMN08179616
Euryarchaeota_fen_58	94.61	2.01	52.1864111054292	1767385	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMEQ00000000	SAMN08179708
Euryarchaeota_fen_59	83.93	1.96	52.3789957838252	1632556	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMEP00000000	SAMN08179709
Euryarchaeota_fen_6	73.01	0.65	52.6663001649258	1173977	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMMZ00000000	SAMN08178746
Euryarchaeota_fen_60	92.2	5.23	50.5506290683721	2157486	73.20120700_E1X.21	NA	NA	PNBP00000000	SAMN08179713
Euryarchaeota_fen_61	85.58	0.98	52.2387455233768	1561353	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMEK00000000	SAMN08179715
Euryarchaeota_fen_62	92.32	0.65	52.1930360014081	1827657	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMEE00000000	SAMN08179721
Euryarchaeota_fen_63	87.45	0.65	48.0485674108749	2144576	73.20120700_E2X.63	NA	NA	PMDE00000000	SAMN08179748
Euryarchaeota_fen_64	95.56	1.31	52.2899812972411	1809861	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PMCV00000000	SAMN08179757
Euryarchaeota_fen_65	89.71	0.81	54.028570866847	1833331	73.20120700_E3M.288	NA	NA	PMBU00000000	SAMN08179785
Euryarchaeota_fen_66	76.97	0	47.9080370196105	1919637	73.20120700_E2X.63	NA	NA	PMBL00000000	SAMN08179794
Euryarchaeota_fen_67	72.54	3.97	33.6288613740972	1714740	73.20100900_E2D.36	NA	NA	PMBJ00000000	SAMN08179796
Euryarchaeota_fen_7	95.36	0	49.4682505635188	2716163	73.20100900_E3D.38	NA	NA	PMNG00000000	SAMN08178753
Euryarchaeota_fen_77	88.63	4.58	52.2018761478536	1698947	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PLOJ00000000	SAMN08180079
Euryarchaeota_fen_78	75.28	1.31	47.8186474079843	1187300	73.20110800_E2D.14	NA	NA	PLNM00000000	SAMN08180103
Euryarchaeota_fen_79	88.32	2.94	52.280807792402	1619692	73.20120700_E3M.1	Ca. Methanoflorens crillii	Methanoflorens	PLNA00000000	SAMN08180115
Euryarchaeota_fen_8	93.66	7.53	33.8039590794255	2098161	73.20100900_E2D.36	NA	NA	PMNL00000000	SAMN08178758
Euryarchaeota_fen_80	92.78	0	49.9020250797923	2017260	73.20120800_E3X.20	NA	NA	PLLR00000000	SAMN08180150
Euryarchaeota_fen_9	73.93	0.8	33.2706049490045	1890673	73.20100900_E3D.91	NA	NA	PMNN00000000	SAMN08178760
Euryarchaeota_palsa_43	83.28	0	52.4313429254211	1414172	73.20120500_P28.11	NA	NA	PKYL00000000	SAMN08179423
Euryarchaeota_palsa_44	90.88	1.31	52.1925570100651	1509088	73.20120500_P28.11	NA	NA	PKWV00000000	SAMN08179465
Euryarchaeota_palsa_68	94.89	2.96	32.5041178295299	3163878	73.20120700_P3D.344	NA	NA	PLXT00000000	SAMN08179891
FCPU426_bog_1179	91.01	0	46.690598466309	3036051	73.20120800_S2S.11	NA	NA	PLFD00000000	SAMN08179243
FCPU426_bog_1181	98.88	2.31	46.1696908253543	3046762	73.20120700_S3D.51	NA	NA	PLPI00000000	SAMN08180054
FCPU426_bog_1182	98.31	3.37	46.263359799979	2949653	73.20120700_S3D.51	NA	NA	PLOP00000000	SAMN08180073
FCPU426_bog_1183	98.77	1.12	47.0816472738514	3394811	73.20120800_S2S.11	NA	NA	PLVS00000000	SAMN08180217
FCPU426_palsa_1178	85.24	2.25	48.2737716843506	2747309	73.20110700_P2D.103	NA	NA	PMTB00000000	SAMN08178906
FCPU426_palsa_1180	97.25	3.36	50.9324594440337	4104102	73.20120700_P3D.179	NA	NA	PLZG00000000	SAMN08179852
Fibrobacteres_bog_1184	97.74	2.2	54.7331432191983	3808544	73.20120700_S1D.234	NA	NA	PLTF00000000	SAMN08179953
Fibrobacteres_fen_1185	98.84	1.65	55.0856359298148	5392472	73.20120800_E1D.40	NA	NA	PLWQ00000000	SAMN08180087
Firmicutes_bog_1186	88.15	0.29	56.6756053737434	2587688	73.20110700_S2D.61	NA	NA	PMWC00000000	SAMN08178988
Firmicutes_bog_1187	87.84	0.5	56.9839809048351	2383862	73.20110700_S2D.61	NA	NA	PLIH00000000	SAMN08179159
Firmicutes_bog_1190	81.66	0	57.6812617649506	1780592	73.20110700_S2D.61	NA	NA	PLQY00000000	SAMN08180012
Firmicutes_palsa_1188	79.76	0.32	58.5242900466463	1475832	73.20120500_P19.26	NA	NA	PKYJ00000000	SAMN08179425
Firmicutes_palsa_1189	78.79	2.73	43.5086805232504	2805127	73.20120500_P28.28	NA	NA	PKWS00000000	SAMN08179468
Gammaproteobacteria_bog_1195	88.87	6.42	62.8037477782063	5197939	73.20120700_S1D.81	NA	NA	PMPV00000000	SAMN08178822
Gammaproteobacteria_bog_1197	71.54	4.55	61.4763456956944	3675508	73.20110800_S1M.60	NA	NA	PLHS00000000	SAMN08179174
Gammaproteobacteria_bog_1198	89.85	4.71	65.1256463772946	4731498	73.20110800_S3S.7	NA	NA	PLHI00000000	SAMN08179184
Gammaproteobacteria_bog_1199	78.09	7.45	61.9919979891677	5228627	73.20120700_S1D.105	NA	NA	PLGS00000000	SAMN08179201
